ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-13,23792.13779762106,13299.661529132485,40225.84226907596,23792.13779762106,23792.13779762106,2791.6008728950583,2791.6008728950583,2791.6008728950583,4695.4516770702,4695.4516770702,4695.4516770702,-1903.8508041751415,-1903.8508041751415,-1903.8508041751415,0.0,0.0,0.0,26583.73867051612
2010-01-14,23788.89525335121,21538.74265890495,48599.56912266613,23788.89525335121,23788.89525335121,10957.07675055176,10957.07675055176,10957.07675055176,12609.718154183074,12609.718154183074,12609.718154183074,-1652.6414036313156,-1652.6414036313156,-1652.6414036313156,0.0,0.0,0.0,34745.97200390297
2010-01-15,23785.652709081358,11620.15715446151,37680.347867801574,23785.652709081358,23785.652709081358,831.0487525334208,831.0487525334208,831.0487525334208,2363.2453064316283,2363.2453064316283,2363.2453064316283,-1532.1965538982074,-1532.1965538982074,-1532.1965538982074,0.0,0.0,0.0,24616.70146161478
2010-01-17,23779.16762054166,3611.680097277699,29579.386637411135,23779.16762054166,23779.16762054166,-7298.145325441449,-7298.145325441449,-7298.145325441449,-5611.022087668074,-5611.022087668074,-5611.022087668074,-1687.123237773375,-1687.123237773375,-1687.123237773375,0.0,0.0,0.0,16481.02229510021
2010-01-18,23775.925076271807,13677.4097443506,40796.13269780132,23775.925076271807,23775.925076271807,3525.9208589728632,3525.9208589728632,3525.9208589728632,5481.851792067278,5481.851792067278,5481.851792067278,-1955.9309330944159,-1955.9309330944159,-1955.9309330944159,0.0,0.0,0.0,27301.84593524467
2010-01-19,23772.682532001956,15709.09546816594,43314.58463009892,23772.682532001956,23772.682532001956,6017.461049249414,6017.461049249414,6017.461049249414,8360.08843999178,8360.08843999178,8360.08843999178,-2342.627390742365,-2342.627390742365,-2342.627390742365,0.0,0.0,0.0,29790.14358125137
2010-01-20,23769.439987732105,11860.973232628636,38972.39766835086,23769.439987732105,23769.439987732105,1859.139512493902,1859.139512493902,1859.139512493902,4695.451677102661,4695.451677102661,4695.451677102661,-2836.3121646087598,-2836.3121646087598,-2836.3121646087598,0.0,0.0,0.0,25628.579500226006
2010-01-21,23766.197443462253,19797.914169114043,45990.662675155145,23766.197443462253,23766.197443462253,9186.183809785727,9186.183809785727,9186.183809785727,12609.718154175685,12609.718154175685,12609.718154175685,-3423.5343443899587,-3423.5343443899587,-3423.5343443899587,0.0,0.0,0.0,32952.38125324798
2010-01-22,23762.954899192402,9212.996925098576,35640.05352455798,23762.954899192402,23762.954899192402,-1725.4260976345017,-1725.4260976345017,-1725.4260976345017,2363.245306447754,2363.245306447754,2363.245306447754,-4088.6714040822567,-4088.6714040822567,-4088.6714040822567,0.0,0.0,0.0,22037.5288015579
2010-01-24,23756.469783718436,-1110.754058783983,26206.287100703226,23756.469783718436,23756.469783718436,-11192.990552595305,-11192.990552595305,-11192.990552595305,-5611.022087654363,-5611.022087654363,-5611.022087654363,-5581.968464940943,-5581.968464940943,-5581.968464940943,0.0,0.0,0.0,12563.47923112313
2010-01-25,23753.22722598145,8952.0344480638,35998.820793795894,23753.22722598145,23753.22722598145,-890.2421441903366,-890.2421441903366,-890.2421441903366,5481.851792077418,5481.851792077418,5481.851792077418,-6372.093936267755,-6372.093936267755,-6372.093936267755,0.0,0.0,0.0,22862.985081791114
2010-01-26,23749.984668244466,12087.476265517427,38533.443134363464,23749.984668244466,23749.984668244466,1195.010552894115,1195.010552894115,1195.010552894115,8360.08843997823,8360.08843997823,8360.08843997823,-7165.077887084114,-7165.077887084114,-7165.077887084114,0.0,0.0,0.0,24944.995221138583
2010-01-27,23746.742110507483,7207.409597480053,33415.47571027472,23746.742110507483,23746.742110507483,-3246.067419529498,-3246.067419529498,-3246.067419529498,4695.451677062581,4695.451677062581,4695.451677062581,-7941.519096592079,-7941.519096592079,-7941.519096592079,0.0,0.0,0.0,20500.674690977983
2010-01-28,23743.4995527705,15043.409932688272,40926.20059032681,23743.4995527705,23743.4995527705,3926.9434788925396,3926.9434788925396,3926.9434788925396,12609.71815420146,12609.71815420146,12609.71815420146,-8682.77467530892,-8682.77467530892,-8682.77467530892,0.0,0.0,0.0,27670.44303166304
2010-01-29,23740.256995033513,3421.510969272667,31001.876516355984,23740.256995033513,23740.256995033513,-7008.189120859716,-7008.189120859716,-7008.189120859716,2363.2453064331075,2363.2453064331075,2363.2453064331075,-9371.434427292823,-9371.434427292823,-9371.434427292823,0.0,0.0,0.0,16732.067874173797
2010-01-31,23733.771879559547,-5311.248481120875,20501.263854159675,23733.771879559547,23733.771879559547,-16141.073462166236,-16141.073462166236,-16141.073462166236,-5611.022087632005,-5611.022087632005,-5611.022087632005,-10530.051374534232,-10530.051374534232,-10530.051374534232,0.0,0.0,0.0,7592.698417393311
2010-02-01,23730.529321822563,4953.4900292180455,33305.474340525245,23730.529321822563,23730.529321822563,-5493.157293148187,-5493.157293148187,-5493.157293148187,5481.851792087559,5481.851792087559,5481.851792087559,-10975.009085235746,-10975.009085235746,-10975.009085235746,0.0,0.0,0.0,18237.372028674377
2010-02-02,23727.28676408558,7765.174707097846,35088.38343055986,23727.28676408558,23727.28676408558,-2957.865042787229,-2957.865042787229,-2957.865042787229,8360.088440013564,8360.088440013564,8360.088440013564,-11317.953482800793,-11317.953482800793,-11317.953482800793,0.0,0.0,0.0,20769.42172129835
2010-02-03,23724.044206348597,3644.0874889554434,30094.145656434623,23724.044206348597,23724.044206348597,-6857.573590518506,-6857.573590518506,-6857.573590518506,4695.451677077719,4695.451677077719,4695.451677077719,-11553.025267596224,-11553.025267596224,-11553.025267596224,0.0,0.0,0.0,16866.47061583009
2010-02-04,23720.801648611614,11389.808046474549,37855.65619016046,23720.801648611614,23720.801648611614,932.4333250659864,932.4333250659864,932.4333250659864,12609.718154159724,12609.718154159724,12609.718154159724,-11677.284829093738,-11677.284829093738,-11677.284829093738,0.0,0.0,0.0,24653.2349736776
2010-02-05,23717.559090874627,1864.0717026294187,26994.37438534043,23717.559090874627,23717.559090874627,-9327.489214382531,-9327.489214382531,-9327.489214382531,2363.2453064184615,2363.2453064184615,2363.2453064184615,-11690.734520800994,-11690.734520800994,-11690.734520800994,0.0,0.0,0.0,14390.069876492096
2010-02-07,23711.07397540066,-7549.1092440009115,19853.20520997102,23711.07397540066,23711.07397540066,-17010.518144900227,-17010.518144900227,-17010.518144900227,-5611.02208766202,-5611.02208766202,-5611.02208766202,-11399.496057238208,-11399.496057238208,-11399.496057238208,0.0,0.0,0.0,6700.555830500434
2010-02-08,23707.831417663678,5133.333833684177,31934.597889420438,23707.831417663678,23707.831417663678,-5626.761012720378,-5626.761012720378,-5626.761012720378,5481.85179206246,5481.85179206246,5481.85179206246,-11108.612804782839,-11108.612804782839,-11108.612804782839,0.0,0.0,0.0,18081.0704049433
2010-02-09,23704.58885992669,8439.263617576245,34739.78371296279,23704.58885992669,23704.58885992669,-2373.9550520835255,-2373.9550520835255,-2373.9550520835255,8360.088440000012,8360.088440000012,8360.088440000012,-10734.043492083538,-10734.043492083538,-10734.043492083538,0.0,0.0,0.0,21330.633807843165
2010-02-10,23701.34630218971,4137.409207013147,31174.15117471472,23701.34630218971,23701.34630218971,-5592.69609619706,-5592.69609619706,-5592.69609619706,4695.451677056583,4695.451677056583,4695.451677056583,-10288.147773253642,-10288.147773253642,-10288.147773253642,0.0,0.0,0.0,18108.65020599265
2010-02-11,23698.103744452725,13217.873377576467,39041.98037955821,23698.103744452725,23698.103744452725,2824.8889487134866,2824.8889487134866,2824.8889487134866,12609.718154186681,12609.718154186681,12609.718154186681,-9784.829205473196,-9784.829205473196,-9784.829205473196,0.0,0.0,0.0,26522.992693166212
2010-02-12,23694.861186715745,3276.037813630425,30197.732295683512,23694.861186715745,23694.861186715745,-6875.87001811911,-6875.87001811911,-6875.87001811911,2363.2453064038123,2363.2453064038123,2363.2453064038123,-9239.115324522922,-9239.115324522922,-9239.115324522922,0.0,0.0,0.0,16818.991168596636
2010-02-14,23688.37607098602,-3730.2676164863915,23488.260297453435,23688.37607098602,23688.37607098602,-13694.573452695928,-13694.573452695928,-13694.573452695928,-5611.022087643985,-5611.022087643985,-5611.022087643985,-8083.551365051942,-8083.551365051942,-8083.551365051942,0.0,0.0,0.0,9993.802618290094
2010-02-15,23685.13351312116,8384.23741111538,35142.249332842635,23685.13351312116,23685.13351312116,-2023.47508356989,-2023.47508356989,-2023.47508356989,5481.851792092207,5481.851792092207,5481.851792092207,-7505.326875662096,-7505.326875662096,-7505.326875662096,0.0,0.0,0.0,21661.65842955127
2010-02-16,23681.8909552563,12169.21093505636,38967.296270016166,23681.8909552563,23681.8909552563,1413.0275976080632,1413.0275976080632,1413.0275976080632,8360.088439973328,8360.088439973328,8360.088439973328,-6947.060842365263,-6947.060842365263,-6947.060842365263,0.0,0.0,0.0,25094.91855286436
2010-02-17,23678.64839739144,8905.659382676027,35601.32146643639,23678.64839739144,23678.64839739144,-1727.2326777760409,-1727.2326777760409,-1727.2326777760409,4695.451677107993,4695.451677107993,4695.451677107993,-6422.684354884034,-6422.684354884034,-6422.684354884034,0.0,0.0,0.0,21951.415719615397
2010-02-18,23675.40583952658,16997.81630569122,43122.606259349726,23675.40583952658,23675.40583952658,6665.057558145905,6665.057558145905,6665.057558145905,12609.718154212454,12609.718154212454,12609.718154212454,-5944.660596066551,-5944.660596066551,-5944.660596066551,0.0,0.0,0.0,30340.463397672484
2010-02-19,23672.163281661713,7161.874370583385,33326.968494055625,23672.163281661713,23672.163281661713,-3160.4100916009306,-3160.4100916009306,-3160.4100916009306,2363.245306419939,2363.245306419939,2363.245306419939,-5523.655398020869,-5523.655398020869,-5523.655398020869,0.0,0.0,0.0,20511.753190060783
2010-02-21,23665.67816593199,22.826798112696302,25884.14404444894,23665.67816593199,23665.67816593199,-10495.829202358942,-10495.829202358942,-10495.829202358942,-5611.022087621627,-5611.022087621627,-5611.022087621627,-4884.807114737316,-4884.807114737316,-4884.807114737316,0.0,0.0,0.0,13169.848963573048
2010-02-22,23662.435608067128,11068.606346739398,37579.50587562916,23662.435608067128,23662.435608067128,804.6680224222014,804.6680224222014,804.6680224222014,5481.851792082741,5481.851792082741,5481.851792082741,-4677.183769660539,-4677.183769660539,-4677.183769660539,0.0,0.0,0.0,24467.103630489328
2010-02-23,23659.19305020227,13679.016581624444,40291.511841423075,23659.19305020227,23659.19305020227,3813.274613063099,3813.274613063099,3813.274613063099,8360.088439977646,8360.088439977646,8360.088439977646,-4546.813826914547,-4546.813826914547,-4546.813826914547,0.0,0.0,0.0,27472.467663265368
2010-02-24,23655.950492337408,9579.687979430644,36728.075424377406,23655.950492337408,23655.950492337408,202.8100567930733,202.8100567930733,202.8100567930733,4695.451677067913,4695.451677067913,4695.451677067913,-4492.64162027484,-4492.64162027484,-4492.64162027484,0.0,0.0,0.0,23858.760549130482
2010-02-25,23652.707934472546,18021.850627972955,44609.956690295636,23652.707934472546,23652.707934472546,8098.500667017242,8098.500667017242,8098.500667017242,12609.718154205068,12609.718154205068,12609.718154205068,-4511.217487187824,-4511.217487187824,-4511.217487187824,0.0,0.0,0.0,31751.208601489787
2010-02-26,23649.465376607684,8685.8684695905,34728.21492518358,23649.465376607684,23649.465376607684,-2233.6028350821243,-2233.6028350821243,-2233.6028350821243,2363.245306430914,2363.245306430914,2363.245306430914,-4596.848141513038,-4596.848141513038,-4596.848141513038,0.0,0.0,0.0,21415.86254152556
2010-02-28,23642.98026087796,345.25499771542957,25606.682782210937,23642.98026087796,23642.98026087796,-10547.6519780193,-10547.6519780193,-10547.6519780193,-5611.022087607917,-5611.022087607917,-5611.022087607917,-4936.629890411385,-4936.629890411385,-4936.629890411385,0.0,0.0,0.0,13095.328282858662
2010-03-01,23639.737703013103,11187.847762014322,37438.666797682185,23639.737703013103,23639.737703013103,311.46131961230486,311.46131961230486,311.46131961230486,5481.851792057637,5481.851792057637,5481.851792057637,-5170.390472445332,-5170.390472445332,-5170.390472445332,0.0,0.0,0.0,23951.19902262541
2010-03-02,23636.49514514824,13013.729982970193,40008.470335730686,23636.49514514824,23636.49514514824,2928.9811441036377,2928.9811441036377,2928.9811441036377,8360.088439995106,8360.088439995106,8360.088439995106,-5431.107295891468,-5431.107295891468,-5431.107295891468,0.0,0.0,0.0,26565.476289251877
2010-03-03,23633.25258728338,10015.419781054632,36431.28290341765,23633.25258728338,23633.25258728338,-1010.6579830004215,-1010.6579830004215,-1010.6579830004215,4695.451677083049,4695.451677083049,4695.451677083049,-5706.10966008347,-5706.10966008347,-5706.10966008347,0.0,0.0,0.0,22622.594604282956
2010-03-04,23630.010029418518,17896.57950826512,43357.31694664918,23630.010029418518,23630.010029418518,6627.270502288678,6627.270502288678,6627.270502288678,12609.718154232025,12609.718154232025,12609.718154232025,-5982.4476519433465,-5982.4476519433465,-5982.4476519433465,0.0,0.0,0.0,30257.280531707194
2010-03-05,23626.767471553656,6113.4179640739685,33127.25188755931,23626.767471553656,23626.767471553656,-3884.0565586181365,-3884.0565586181365,-3884.0565586181365,2363.24530644704,2363.24530644704,2363.24530644704,-6247.301865065176,-6247.301865065176,-6247.301865065176,0.0,0.0,0.0,19742.71091293552
2010-03-07,23620.282352093574,-1060.4954543329375,25282.65226577494,23620.282352093574,23620.282352093574,-12305.347343283895,-12305.347343283895,-12305.347343283895,-5611.022087637932,-5611.022087637932,-5611.022087637932,-6694.325255645964,-6694.325255645964,-6694.325255645964,0.0,0.0,0.0,11314.93500880968
2010-03-08,23617.039792363532,8669.92717093928,35296.94576628684,23617.039792363532,23617.039792363532,-1373.163203253801,-1373.163203253801,-1373.163203253801,5481.85179206778,5481.85179206778,5481.85179206778,-6855.0149953215805,-6855.0149953215805,-6855.0149953215805,0.0,0.0,0.0,22243.876589109732
2010-03-09,23613.797232633493,12500.052623360296,39700.59237501437,23613.797232633493,23613.797232633493,1398.1651310102643,1398.1651310102643,1398.1651310102643,8360.088439981562,8360.088439981562,8360.088439981562,-6961.923308971297,-6961.923308971297,-6961.923308971297,0.0,0.0,0.0,25011.962363643757
2010-03-10,23610.55467290345,7861.792463213715,34164.45974346066,23610.55467290345,23610.55467290345,-2312.9029843616263,-2312.9029843616263,-2312.9029843616263,4695.451677098186,4695.451677098186,4695.451677098186,-7008.354661459813,-7008.354661459813,-7008.354661459813,0.0,0.0,0.0,21297.651688541824
2010-03-11,23607.31211317341,16011.108475962006,42366.87607415681,23607.31211317341,23607.31211317341,5620.066651740672,5620.066651740672,5620.066651740672,12609.71815419029,12609.71815419029,12609.71815419029,-6989.6515024496175,-6989.6515024496175,-6989.6515024496175,0.0,0.0,0.0,29227.378764914083
2010-03-12,23604.06955344337,5521.974869186152,32408.25298442742,23604.06955344337,23604.06955344337,-4540.088060162538,-4540.088060162538,-4540.088060162538,2363.2453065144086,2363.2453065144086,2363.2453065144086,-6903.333366676947,-6903.333366676947,-6903.333366676947,0.0,0.0,0.0,19063.98149328083
2010-03-14,23597.584433983287,-1442.5393203319463,25035.2848333243,23597.584433983287,23597.584433983287,-12140.20114217632,-12140.20114217632,-12140.20114217632,-5611.022087619895,-5611.022087619895,-5611.022087619895,-6529.179054556424,-6529.179054556424,-6529.179054556424,0.0,0.0,0.0,11457.383291806967
2010-03-15,23594.341874253245,10206.46437655757,35307.88563393689,23594.341874253245,23594.341874253245,-765.719709611838,-765.719709611838,-765.719709611838,5481.851792062289,5481.851792062289,5481.851792062289,-6247.571501674127,-6247.571501674127,-6247.571501674127,0.0,0.0,0.0,22828.622164641405
2010-03-16,23591.099314523206,13598.867168994911,39240.223393477754,23591.099314523206,23591.099314523206,2449.4796404469917,2449.4796404469917,2449.4796404469917,8360.088439999021,8360.088439999021,8360.088439999021,-5910.608799552028,-5910.608799552028,-5910.608799552028,0.0,0.0,0.0,26040.5789549702
2010-03-17,23587.856754793163,9550.426473357598,37048.55751668896,23587.856754793163,23587.856754793163,-830.9625417913559,-830.9625417913559,-830.9625417913559,4695.451677094377,4695.451677094377,4695.451677094377,-5526.414218885733,-5526.414218885733,-5526.414218885733,0.0,0.0,0.0,22756.894213001808
2010-03-18,23584.614195063124,18563.36997245929,45622.58972810354,23584.614195063124,23584.614195063124,7504.996741503038,7504.996741503038,7504.996741503038,12609.718154216063,12609.718154216063,12609.718154216063,-5104.721412713025,-5104.721412713025,-5104.721412713025,0.0,0.0,0.0,31089.61093656616
2010-03-19,23581.371635333082,8703.374371231235,34862.94564485381,23581.371635333082,23581.371635333082,-2293.330211672984,-2293.330211672984,-2293.330211672984,2363.24530647414,2363.24530647414,2363.24530647414,-4656.575518147125,-4656.575518147125,-4656.575518147125,0.0,0.0,0.0,21288.0414236601
2010-03-21,23574.886515873,527.6059007791827,27463.60129942178,23574.886515873,23574.886515873,-9340.62474460472,-9340.62474460472,-9340.62474460472,-5611.022087601862,-5611.022087601862,-5611.022087601862,-3729.602657002858,-3729.602657002858,-3729.602657002858,0.0,0.0,0.0,14234.26177126828
2010-03-22,23571.64395614296,12408.65391866203,39524.331343727754,23571.64395614296,23571.64395614296,2205.609697732213,2205.609697732213,2205.609697732213,5481.851792076404,5481.851792076404,5481.851792076404,-3276.242094344192,-3276.242094344192,-3276.242094344192,0.0,0.0,0.0,25777.253653875174
2010-03-23,23568.40139641292,16237.39386298723,43081.72977632791,23568.40139641292,23568.40139641292,5513.506070941283,5513.506070941283,5513.506070941283,8360.088439972335,8360.088439972335,8360.088439972335,-2846.582369031051,-2846.582369031051,-2846.582369031051,0.0,0.0,0.0,29081.9074673542
2010-03-24,23565.15883668288,12202.506271778648,38328.52011565022,23565.15883668288,23565.15883668288,2242.7203666452297,2242.7203666452297,2242.7203666452297,4695.4516770732425,4695.4516770732425,4695.4516770732425,-2452.7313104280124,-2452.7313104280124,-2452.7313104280124,0.0,0.0,0.0,25807.87920332811
2010-03-25,23561.916276952838,20675.75668782691,46922.771610882366,23561.916276952838,23561.916276952838,10503.854414957557,10503.854414957557,10503.854414957557,12609.718154208675,12609.718154208675,12609.718154208675,-2105.8637392511177,-2105.8637392511177,-2105.8637392511177,0.0,0.0,0.0,34065.770691910395
2010-03-26,23558.6737172228,10605.14614523991,38984.963919205984,23558.6737172228,23558.6737172228,547.3679588899031,547.3679588899031,547.3679588899031,2363.245306433874,2363.245306433874,2363.245306433874,-1815.8773475439707,-1815.8773475439707,-1815.8773475439707,0.0,0.0,0.0,24106.0416761127
2010-03-28,23552.188597762717,3118.1163736728613,30335.83376173957,23552.188597762717,23552.188597762717,-7048.982665813117,-7048.982665813117,-7048.982665813117,-5611.022087636196,-5611.022087636196,-5611.022087636196,-1437.9605781769205,-1437.9605781769205,-1437.9605781769205,0.0,0.0,0.0,16503.2059319496
2010-03-29,23548.946036184832,14961.221234762794,40757.93111088853,23548.946036184832,23548.946036184832,4120.930021689766,4120.930021689766,4120.930021689766,5481.851792066936,5481.851792066936,5481.851792066936,-1360.921770377168,-1360.921770377168,-1360.921770377168,0.0,0.0,0.0,27669.8760578746
