CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12489.0,336,1,334.93,0,Lost
12490.0,5,21,9823.64,1,Regular
12491.0,39,1,460.40000000000003,1,Regular
12492.0,63,3,715.21,1,Regular
12493.0,166,2,433.74,1,Regular
12494.0,16,9,1815.27,1,Regular
12495.0,641,1,357.4,0,Lost
12496.0,620,2,45.34,0,Lost
12497.0,82,3,6248.5,1,Regular
12498.0,21,3,403.70000000000005,1,Regular
12499.0,560,1,393.72,0,Lost
12500.0,23,19,5955.21,1,Regular
12501.0,337,1,2169.39,0,Lost
12502.0,96,5,3723.87,1,Regular
12503.0,584,1,1126.0,0,Lost
12504.0,18,4,779.05,1,Regular
12505.0,409,1,955.2,0,Lost
12506.0,233,1,73.5,1,Regular
12507.0,134,4,1844.06,1,Regular
12508.0,26,2,397.88,1,Regular
12509.0,284,1,176.5,0,Lost
12510.0,143,9,5178.02,1,Regular
12511.0,429,1,3084.02,0,Lost
12512.0,66,2,132.18,1,Regular
12513.0,113,1,612.29,1,Regular
12514.0,267,2,1597.76,0,Lost
12515.0,353,1,383.7,0,Lost
12516.0,78,4,2648.62,1,Regular
12517.0,28,5,2481.6,1,Regular
12518.0,1,5,2056.89,1,Regular
12519.0,64,2,716.54,1,Regular
12520.0,79,5,2634.26,1,Regular
12521.0,143,1,599.68,1,Regular
12522.0,39,2,192.72,1,Regular
12523.0,19,23,4352.35,1,Regular
12524.0,9,17,11126.11,1,Regular
12525.0,498,3,973.73,0,Lost
12526.0,1,3,1316.66,1,Regular
12527.0,82,5,735.51,1,Regular
12528.0,9,6,1933.48,1,Regular
12529.0,528,1,316.48,0,Lost
12530.0,60,9,3759.26,1,Regular
12531.0,15,2,1933.2,1,Regular
12532.0,30,1,349.83000000000004,1,Regular
12533.0,628,2,1367.89,0,Lost
12534.0,131,1,1089.18,1,Regular
12535.0,92,2,716.35,1,Regular
12536.0,43,3,12601.830000000002,1,Regular
12537.0,409,1,732.94,0,Lost
12538.0,29,2,640.45,1,Regular
12539.0,22,7,11214.75,1,Regular
12540.0,20,33,22254.49,1,Regular
12541.0,30,3,981.18,1,Regular
12542.0,484,2,481.88,0,Lost
12543.0,448,1,980.25,0,Lost
12544.0,36,1,372.7,1,Regular
12545.0,75,2,1000.39,1,Regular
12546.0,47,2,1161.5,1,Regular
12547.0,198,3,383.58,1,Regular
12548.0,166,1,95.19999999999999,1,Regular
12549.0,576,6,1575.68,0,Lost
12550.0,79,1,964.83,1,Regular
12551.0,358,1,168.0,0,Lost
12552.0,39,2,437.82,1,Regular
12553.0,8,12,4608.75,1,Regular
12554.0,449,1,468.5,0,Lost
12555.0,682,1,129.23,0,Lost
12556.0,50,2,599.56,1,Regular
12557.0,16,8,18096.14,1,Regular
12558.0,8,1,269.96,1,Regular
12559.0,311,2,561.71,0,Lost
12560.0,5,3,2134.01,1,Regular
12561.0,303,1,238.85,0,Lost
12562.0,8,9,4966.92,1,Regular
12563.0,409,1,249.24,0,Lost
12564.0,261,1,456.90000000000003,0,Lost
12565.0,289,1,145.92000000000002,0,Lost
12566.0,86,1,351.65,1,Regular
12567.0,23,15,11767.48,1,Regular
12568.0,645,1,70.0,0,Lost
12569.0,2,32,4124.6900000000005,1,Regular
12570.0,682,1,77.52,0,Lost
12571.0,40,2,519.61,1,Regular
12572.0,9,2,1020.4200000000001,1,Regular
12573.0,227,5,717.41,1,Regular
12574.0,316,1,218.45000000000002,0,Lost
12575.0,457,2,622.82,0,Lost
12576.0,36,8,2142.7200000000003,1,Regular
12577.0,35,8,1617.1,1,Regular
12578.0,21,4,4642.45,1,Regular
12579.0,78,1,440.42,1,Regular
12580.0,247,2,1052.9,1,Regular
12581.0,40,1,197.71,1,Regular
12582.0,239,4,1980.4,1,Regular
12583.0,3,27,13591.58,1,Regular
12584.0,4,9,2338.15,1,Regular
12585.0,234,2,2040.1,1,Regular
12586.0,17,4,2062.67,1,Regular
12587.0,8,1,144.0,1,Regular
12588.0,39,4,958.78,1,Regular
12589.0,29,8,4695.66,1,Regular
12590.0,211,2,9864.26,1,Regular
12591.0,317,3,1338.95,0,Lost
12592.0,92,5,2582.66,1,Regular
12593.0,109,3,418.1,1,Regular
12594.0,38,15,5090.110000000001,1,Regular
12595.0,505,1,299.02,0,Lost
12596.0,51,2,618.27,1,Regular
12597.0,19,4,3811.22,1,Regular
12598.0,10,11,4534.09,1,Regular
12599.0,29,13,2296.72,1,Regular
12600.0,29,21,4967.42,1,Regular
12601.0,190,6,681.26,1,Regular
12602.0,59,1,153.12,1,Regular
12603.0,22,1,739.1999999999999,1,Regular
12604.0,79,2,254.18,1,Regular
12605.0,376,4,1232.95,0,Lost
12606.0,682,1,21.0,0,Lost
12607.0,60,1,1579.51,1,Regular
12608.0,405,1,415.79,0,Lost
12609.0,78,9,3435.86,1,Regular
12610.0,23,5,2099.54,1,Regular
12611.0,52,1,1193.32,1,Regular
12612.0,74,1,704.04,1,Regular
12613.0,57,10,6817.37,1,Regular
12614.0,278,1,315.6,0,Lost
12615.0,2,8,5740.9800000000005,1,Regular
12616.0,95,3,1131.1,1,Regular
12617.0,29,1,352.98,1,Regular
12618.0,22,1,177.31,1,Regular
12619.0,16,10,3781.38,1,Regular
12620.0,15,3,1339.41,1,Regular
12621.0,2,35,24311.2,1,Regular
12622.0,232,1,180.1,1,Regular
12623.0,276,7,3747.84,0,Lost
12624.0,106,2,641.13,1,Regular
12625.0,212,4,5164.88,1,Regular
12626.0,23,9,6620.4800000000005,1,Regular
12627.0,11,7,4478.53,1,Regular
12628.0,4,3,786.46,1,Regular
12629.0,386,2,1558.22,0,Lost
12630.0,10,2,1270.88,1,Regular
12631.0,57,6,3481.57,1,Regular
12632.0,521,2,804.88,0,Lost
12633.0,59,7,5678.16,1,Regular
12634.0,536,2,490.0,0,Lost
12635.0,90,4,2930.41,1,Regular
12636.0,739,1,141.0,0,Lost
12637.0,67,12,8283.81,1,Regular
12638.0,33,2,921.49,1,Regular
12639.0,239,3,1312.3700000000001,1,Regular
12640.0,24,3,1174.58,1,Regular
12641.0,115,1,185.9,1,Regular
12642.0,25,3,1013.26,1,Regular
12643.0,128,12,8304.82,1,Regular
12644.0,130,4,1918.49,1,Regular
12645.0,34,8,3539.3,1,Regular
12646.0,5,2,1346.97,1,Regular
12647.0,22,36,16955.55,1,Regular
12648.0,155,4,1112.0,1,Regular
12649.0,107,8,2294.65,1,Regular
12650.0,3,1,314.44,1,Regular
12651.0,335,4,377.75,0,Lost
12652.0,331,2,1017.0300000000001,0,Lost
12653.0,149,3,4160.83,1,Regular
12654.0,11,5,601.98,1,Regular
12655.0,424,1,261.35,0,Lost
12656.0,17,8,6407.83,1,Regular
12657.0,11,4,1643.18,1,Regular
12658.0,19,1,686.05,1,Regular
12659.0,30,1,91.68,1,Regular
12660.0,11,1,245.10000000000002,1,Regular
12661.0,436,1,162.0,0,Lost
12662.0,1,20,6726.54,1,Regular
12663.0,625,2,239.4,0,Lost
12664.0,8,11,6070.04,1,Regular
12665.0,325,3,313.6,0,Lost
12666.0,394,1,1248.42,0,Lost
12667.0,58,1,620.13,1,Regular
12668.0,12,10,11383.03,1,Regular
12669.0,151,3,2744.0299999999997,1,Regular
12670.0,10,7,3760.29,1,Regular
12671.0,606,1,2622.481,0,Lost
12672.0,330,2,437.05,0,Lost
12673.0,5,3,1230.02,1,Regular
12674.0,39,4,1970.6,1,Regular
12675.0,554,2,957.25,0,Lost
12676.0,25,11,2843.09,1,Regular
12677.0,555,2,395.1,0,Lost
12678.0,42,21,34281.18,1,Regular
12679.0,59,4,1113.02,1,Regular
12680.0,1,4,880.81,1,Regular
12681.0,15,45,29834.760000000002,1,Regular
12682.0,4,52,22950.22,1,Regular
12683.0,4,21,11633.7,1,Regular
12684.0,8,7,2283.63,1,Regular
12685.0,28,6,2863.08,1,Regular
12686.0,372,1,89.14,0,Lost
12687.0,481,2,2138.91,0,Lost
12688.0,114,1,4873.81,1,Regular
12689.0,26,2,1247.6100000000001,1,Regular
12690.0,206,1,389.01,1,Regular
12691.0,28,7,1170.4,1,Regular
12692.0,637,1,110.95,0,Lost
12693.0,127,7,1703.02,1,Regular
12694.0,70,3,1843.35,1,Regular
12695.0,7,7,1407.1200000000001,1,Regular
12696.0,435,2,851.91,0,Lost
12697.0,29,3,957.59,1,Regular
12698.0,590,1,339.75,0,Lost
12699.0,418,1,638.11,0,Lost
12700.0,8,4,4939.99,1,Regular
12701.0,80,6,2446.41,1,Regular
12702.0,20,1,219.0,1,Regular
12703.0,71,4,1006.53,1,Regular
12704.0,7,8,2340.84,1,Regular
12705.0,15,14,11762.1,1,Regular
12707.0,292,1,603.42,0,Lost
12708.0,30,18,5117.66,1,Regular
12709.0,15,34,30291.76,1,Regular
12710.0,97,3,1149.02,1,Regular
12711.0,612,2,1339.05,0,Lost
12712.0,29,21,6723.03,1,Regular
12713.0,1,1,848.55,1,Regular
12714.0,9,12,14093.710000000001,1,Regular
12715.0,106,1,343.36,1,Regular
12716.0,4,2,1053.49,1,Regular
12717.0,151,3,1308.91,1,Regular
12718.0,71,1,238.25,1,Regular
12719.0,5,2,644.95,1,Regular
12720.0,3,30,7787.28,1,Regular
12721.0,32,8,4013.08,1,Regular
12722.0,85,4,997.63,1,Regular
12723.0,4,5,725.07,1,Regular
12724.0,5,7,2317.52,1,Regular
12725.0,371,4,2266.76,0,Lost
12726.0,28,11,4014.6,1,Regular
12727.0,11,10,5679.53,1,Regular
12728.0,71,5,1070.17,1,Regular
12729.0,114,1,453.01,1,Regular
12730.0,522,1,829.25,0,Lost
12731.0,24,17,25775.71,1,Regular
12732.0,180,1,236.26000000000002,1,Regular
12733.0,234,4,2424.87,1,Regular
12734.0,353,3,639.65,0,Lost
12735.0,315,2,779.5699999999999,0,Lost
12736.0,333,1,234.0,0,Lost
12737.0,499,2,3710.5,0,Lost
12738.0,372,1,155.35,0,Lost
12739.0,78,4,2726.73,1,Regular
12740.0,64,1,427.6,1,Regular
12741.0,529,2,406.07,0,Lost
12742.0,626,1,1201.52,0,Lost
12743.0,134,2,540.13,1,Regular
12744.0,52,11,25317.06,1,Regular
12745.0,487,3,925.41,0,Lost
12746.0,541,1,254.55,0,Lost
12747.0,2,26,8898.48,1,Regular
12748.0,1,336,53539.64,2,VIP
12749.0,4,9,6897.36,1,Regular
12750.0,129,1,275.88,1,Regular
12751.0,445,1,268.27,0,Lost
12752.0,81,1,4366.78,1,Regular
12753.0,23,6,21429.39,1,Regular
12754.0,236,3,3010.74,1,Regular
12755.0,281,11,5236.26,1,Regular
12756.0,87,1,112.08,1,Regular
12757.0,16,13,7834.650000000001,1,Regular
12758.0,117,7,9903.24,1,Regular
12759.0,52,8,5020.74,1,Regular
12760.0,456,1,347.8,0,Lost
12761.0,458,2,782.95,0,Lost
12762.0,8,2,1898.52,1,Regular
12763.0,138,2,494.08,1,Regular
12764.0,317,1,1693.88,0,Lost
12765.0,472,6,1404.58,0,Lost
12766.0,4,9,8918.99,1,Regular
12767.0,376,1,949.82,0,Lost
12768.0,451,1,168.69,0,Lost
12769.0,239,1,1143.6,1,Regular
12770.0,211,2,3246.45,1,Regular
12771.0,486,1,282.3,0,Lost
12772.0,60,1,892.47,1,Regular
12773.0,564,1,124.25,0,Lost
12774.0,536,1,98.7,0,Lost
12775.0,17,7,1686.1200000000001,1,Regular
12776.0,668,1,55.5,0,Lost
12777.0,458,1,519.45,0,Lost
12778.0,20,9,1775.68,1,Regular
12779.0,38,14,6474.11,1,Regular
12780.0,599,1,337.4,0,Lost
12781.0,64,2,826.74,1,Regular
12782.0,5,11,4618.24,1,Regular
12783.0,2,6,2225.91,1,Regular
12784.0,9,3,1763.15,1,Regular
12785.0,364,3,1100.4,0,Lost
12786.0,610,1,728.5000000000001,0,Lost
12787.0,10,4,862.1800000000001,1,Regular
12788.0,463,4,444.90000000000003,0,Lost
12789.0,65,3,273.35,1,Regular
12790.0,192,2,591.85,1,Regular
12791.0,374,6,863.51,0,Lost
12792.0,257,2,827.01,0,Lost
12793.0,335,3,885.53,0,Lost
12794.0,53,2,860.41,1,Regular
12795.0,19,1,430.48,1,Regular
12796.0,628,1,381.0,0,Lost
12797.0,366,2,552.08,0,Lost
12798.0,10,4,8510.93,1,Regular
12799.0,529,1,219.35,0,Lost
12800.0,470,3,584.25,0,Lost
12801.0,501,1,1071.82,0,Lost
12802.0,187,7,2416.42,1,Regular
12803.0,393,1,1092.81,0,Lost
12804.0,466,2,325.37,0,Lost
12805.0,382,4,1434.95,0,Lost
12806.0,435,4,2878.96,0,Lost
12807.0,383,1,330.35,0,Lost
12808.0,37,5,776.7,1,Regular
12809.0,178,3,1755.94,1,Regular
12810.0,535,2,534.99,0,Lost
12811.0,261,5,1033.9,1,Regular
12812.0,45,1,229.64000000000001,1,Regular
12813.0,502,3,1687.8,0,Lost
12814.0,102,1,125.92,1,Regular
12815.0,148,2,1063.46,1,Regular
12816.0,96,2,572.2,1,Regular
12817.0,281,3,690.98,0,Lost
12818.0,262,1,1542.08,0,Lost
12819.0,458,1,540.52,0,Lost
12820.0,3,11,2689.52,1,Regular
12821.0,214,2,220.8,1,Regular
12822.0,71,2,948.88,1,Regular
12823.0,75,18,6501.5,1,Regular
12824.0,60,1,397.12,1,Regular
12825.0,521,2,518.63,0,Lost
12826.0,3,12,2800.75,1,Regular
12827.0,6,3,430.15,1,Regular
12828.0,3,6,1018.71,1,Regular
12829.0,337,3,385.3,0,Lost
12830.0,38,6,6814.64,1,Regular
12831.0,262,3,451.11,0,Lost
12832.0,32,2,383.03000000000003,1,Regular
12833.0,145,1,417.38,1,Regular
12834.0,283,1,312.38,0,Lost
12835.0,428,41,5996.83,0,Lost
12836.0,59,15,6559.7300000000005,1,Regular
12837.0,173,2,662.66,1,Regular
12838.0,34,10,2975.91,1,Regular
12839.0,3,26,9669.12,1,Regular
12840.0,144,7,4041.9700000000003,1,Regular
12841.0,5,40,6958.2,1,Regular
12842.0,70,4,1917.99,1,Regular
12843.0,66,30,6583.36,1,Regular
12844.0,29,4,648.6,1,Regular
12845.0,267,4,354.09000000000003,0,Lost
12846.0,682,1,15.58,0,Lost
12847.0,22,2,1609.0,1,Regular
12848.0,676,1,208.0,0,Lost
12849.0,31,6,3042.4700000000003,1,Regular
12850.0,446,1,330.0,0,Lost
12851.0,97,2,280.76,1,Regular
12852.0,295,1,311.55,0,Lost
12853.0,135,11,3907.5,1,Regular
12854.0,79,7,2970.9700000000003,1,Regular
12855.0,373,4,612.84,0,Lost
12856.0,8,6,2170.78,1,Regular
12857.0,211,6,3688.0,1,Regular
12858.0,383,1,147.27,0,Lost
12859.0,459,1,575.1,0,Lost
12860.0,693,1,54.22,0,Lost
12861.0,620,1,68.25,0,Lost
12862.0,426,2,984.62,0,Lost
12863.0,52,6,2792.55,1,Regular
12864.0,138,2,299.57,1,Regular
12865.0,26,4,3323.4700000000003,1,Regular
12866.0,283,3,1227.35,0,Lost
12867.0,26,13,7829.26,1,Regular
12868.0,186,8,2043.76,1,Regular
12869.0,682,1,337.66999999999996,0,Lost
12870.0,375,3,1676.95,0,Lost
12871.0,84,3,744.02,1,Regular
12872.0,327,12,3283.96,0,Lost
12873.0,282,3,2027.3,0,Lost
12874.0,385,2,948.42,0,Lost
12875.0,143,5,1356.9900000000002,1,Regular
12876.0,58,4,4081.79,1,Regular
12877.0,4,20,2942.14,1,Regular
12878.0,236,2,854.99,1,Regular
12879.0,45,3,573.22,1,Regular
12880.0,382,2,640.13,0,Lost
12881.0,276,1,298.0,0,Lost
12882.0,9,2,1463.04,1,Regular
12883.0,25,4,703.47,1,Regular
12884.0,88,1,309.05,1,Regular
12885.0,63,3,1175.22,1,Regular
12886.0,68,2,1378.4,1,Regular
12887.0,384,1,222.4,0,Lost
12888.0,214,2,354.12,1,Regular
12889.0,381,4,385.46000000000004,0,Lost
12890.0,24,2,706.02,1,Regular
12891.0,186,11,840.5,1,Regular
12892.0,397,1,263.38,0,Lost
12893.0,31,1,176.55,1,Regular
12894.0,575,1,157.35,0,Lost
12895.0,42,2,372.8,1,Regular
12897.0,205,4,514.25,1,Regular
12898.0,464,2,296.21,0,Lost
12899.0,414,1,366.4,0,Lost
12900.0,422,1,340.33000000000004,0,Lost
12901.0,9,28,17654.54,1,Regular
12902.0,265,1,138.68,0,Lost
12903.0,429,1,833.5300000000001,0,Lost
12904.0,18,2,496.06,1,Regular
12905.0,577,2,1018.42,0,Lost
12906.0,12,5,2919.81,1,Regular
12907.0,396,2,508.91,0,Lost
12908.0,176,5,1776.0,1,Regular
12909.0,40,8,3103.19,1,Regular
12910.0,23,13,5796.52,1,Regular
12911.0,552,1,1651.72,0,Lost
12912.0,3,5,1662.3,1,Regular
12913.0,5,13,6283.24,1,Regular
12914.0,401,1,223.98,0,Lost
12915.0,149,4,975.1,1,Regular
12916.0,139,7,4479.73,1,Regular
12917.0,128,6,4359.2,1,Regular
12918.0,626,1,10953.5,0,Lost
12919.0,8,6,1335.19,1,Regular
12920.0,17,4,486.64,1,Regular
12921.0,9,74,35233.24,2,VIP
12922.0,161,1,405.38,1,Regular
12923.0,64,3,770.42,1,Regular
12924.0,88,12,2469.4,1,Regular
12925.0,5,3,729.33,1,Regular
12926.0,411,4,1523.97,0,Lost
12927.0,395,1,197.31,0,Lost
12928.0,35,12,4304.89,1,Regular
12929.0,312,1,117.85,0,Lost
12930.0,78,2,415.8,1,Regular
12931.0,22,57,92347.34,2,VIP
12932.0,539,8,1698.56,0,Lost
12933.0,24,8,1636.63,1,Regular
12934.0,737,1,181.65,0,Lost
12935.0,2,15,4243.86,1,Regular
12936.0,17,4,1063.9,1,Regular
12937.0,15,9,3097.61,1,Regular
12938.0,26,1,114.14,1,Regular
12939.0,64,20,25264.8,1,Regular
12940.0,55,2,899.69,1,Regular
12941.0,724,1,377.49,0,Lost
12942.0,131,3,675.6,1,Regular
12943.0,558,2,496.5,0,Lost
12944.0,36,2,604.51,1,Regular
12945.0,288,2,900.11,0,Lost
12946.0,437,1,324.45,0,Lost
12947.0,144,6,1603.99,1,Regular
12948.0,16,9,2317.43,1,Regular
12949.0,31,22,15526.7,1,Regular
12950.0,2,3,1843.0,1,Regular
12951.0,9,15,3213.7200000000003,1,Regular
12952.0,6,4,1387.79,1,Regular
12953.0,10,2,828.8100000000001,1,Regular
12954.0,639,1,162.45,0,Lost
12955.0,1,11,4757.16,1,Regular
12956.0,306,4,521.89,0,Lost
12957.0,10,13,8706.97,1,Regular
12958.0,400,2,467.34,0,Lost
12959.0,484,1,150.95,0,Lost
12960.0,414,4,1322.0700000000002,0,Lost
12961.0,379,1,211.99,0,Lost
12962.0,7,2,266.39,1,Regular
12963.0,8,12,3235.79,1,Regular
12964.0,437,1,132.24,0,Lost
12965.0,89,1,769.8100000000001,1,Regular
12966.0,10,1,160.18,1,Regular
12967.0,358,3,2938.52,0,Lost
12968.0,112,1,135.95,1,Regular
12969.0,603,1,122.45,0,Lost
12970.0,7,10,1453.6,1,Regular
12971.0,4,116,15704.6,2,VIP
12972.0,414,4,1161.2,0,Lost
12973.0,414,1,385.55,0,Lost
12974.0,198,2,408.95,1,Regular
12975.0,437,6,2100.09,0,Lost
12976.0,212,8,3156.38,1,Regular
12977.0,156,4,513.88,1,Regular
12978.0,385,5,2502.82,0,Lost
12979.0,729,1,517.7,0,Lost
12980.0,158,21,16245.78,1,Regular
12981.0,30,2,372.21999999999997,1,Regular
12982.0,243,8,2744.81,1,Regular
12983.0,598,1,490.08,0,Lost
12984.0,19,1,97.5,1,Regular
12985.0,1,2,1239.38,1,Regular
12986.0,429,10,2729.84,0,Lost
12987.0,74,5,1312.21,1,Regular
12988.0,292,1,505.82,0,Lost
12989.0,3,33,13551.75,1,Regular
12990.0,31,7,955.5,1,Regular
12991.0,23,3,764.82,1,Regular
12992.0,725,1,93.35,0,Lost
12993.0,23,8,1259.63,1,Regular
12994.0,4,3,974.42,1,Regular
12995.0,85,1,211.32,1,Regular
12996.0,376,1,355.5,0,Lost
12997.0,22,8,2110.91,1,Regular
12998.0,493,3,920.08,0,Lost
12999.0,196,3,455.88,1,Regular
13000.0,107,4,1032.5,1,Regular
13001.0,4,33,24042.65,1,Regular
13002.0,318,3,414.13,0,Lost
13003.0,106,3,149.05,1,Regular
13004.0,12,36,11650.85,1,Regular
13005.0,174,4,999.68,1,Regular
13006.0,56,1,81.57,1,Regular
13007.0,580,1,175.25,0,Lost
13008.0,323,3,612.13,0,Lost
13009.0,673,1,234.0,0,Lost
13010.0,374,2,330.12,0,Lost
13011.0,372,1,50.550000000000004,0,Lost
13012.0,9,11,2957.83,1,Regular
13013.0,1,29,11097.43,1,Regular
13014.0,11,11,5381.08,1,Regular
13015.0,53,11,6579.78,1,Regular
13016.0,73,3,789.89,1,Regular
13017.0,7,1,204.0,1,Regular
13018.0,16,35,9763.16,1,Regular
13019.0,379,6,1229.95,0,Lost
13020.0,563,2,618.96,0,Lost
13021.0,4,17,4887.24,1,Regular
13022.0,430,1,65.3,0,Lost
13023.0,64,3,1449.03,1,Regular
13024.0,471,2,555.87,0,Lost
13025.0,732,1,323.39,0,Lost
13026.0,1,9,1733.08,1,Regular
13027.0,114,19,17239.2,1,Regular
13028.0,23,2,661.3199999999999,1,Regular
13029.0,31,5,1927.3,1,Regular
13030.0,11,2,752.44,1,Regular
13031.0,407,5,3292.84,0,Lost
13032.0,52,9,2815.96,1,Regular
13033.0,357,2,220.55,0,Lost
13034.0,55,3,756.82,1,Regular
13035.0,74,3,1364.2,1,Regular
13036.0,685,1,307.1,0,Lost
13037.0,138,12,3914.9500000000003,1,Regular
13038.0,80,3,908.46,1,Regular
13039.0,584,4,1010.73,0,Lost
13040.0,9,2,676.99,1,Regular
13041.0,451,4,799.13,0,Lost
13042.0,598,3,1488.59,0,Lost
13043.0,273,1,516.42,0,Lost
13044.0,291,11,4848.05,0,Lost
13045.0,99,3,808.9200000000001,1,Regular
13046.0,31,3,949.25,1,Regular
13047.0,32,24,8428.53,1,Regular
13048.0,14,9,4049.13,1,Regular
