StockCode,Description,UnitsSold,Revenue,Orders,DailyDemand,CurrentStock,SafetyStock,ReorderPoint,StockoutRisk,OverstockRisk,Recommendation
15059A,ENGLISH ROSE EDWARDIAN PARASOL,505,1515.0,1,0.6842818428184282,70,4.789972899728998,9.579945799457995,Low,High,Markdown
15060B,FAIRY CAKE DESIGN UMBRELLA,1137,4138.17,274,1.5406504065040652,74,10.784552845528456,21.56910569105691,Low,Low,Healthy
16008,SMALL FOLDING SCISSOR(POINTED EDGE),3141,422.96,85,4.2560975609756095,263,29.792682926829265,59.58536585365853,Low,High,Markdown
16010,FOLDING CAMPING SCISSOR W/KNIF & S,32,3.84,4,0.04336043360433604,150,0.3035230352303523,0.6070460704607046,Low,High,Markdown
16011, ANIMAL STICKERS,3812,799.3199999999999,112,5.1653116531165315,154,36.15718157181572,72.31436314363144,Low,Low,Healthy
16012,FOOD/DRINK SPUNGE STICKERS,2877,602.97,82,3.8983739837398375,40,27.288617886178862,54.577235772357724,High,Low,Reorder
16014,SMALL CHINESE STYLE SCISSOR,29354,9512.68,92,39.77506775067751,186,278.42547425474254,556.8509485094851,High,Low,Reorder
16015,MEDIUM CHINESE STYLE SCISSOR,1572,711.38,65,2.130081300813008,293,14.910569105691057,29.821138211382113,Low,High,Markdown
16016,LARGE CHINESE STYLE SCISSOR,2307,1864.75,105,3.1260162601626016,108,21.882113821138212,43.764227642276424,Low,Low,Healthy
16020C,CLEAR STATIONERY BOX SET ,82,69.69999999999999,24,0.1111111111111111,33,0.7777777777777777,1.5555555555555554,Low,High,Markdown
16033,MINI HIGHLIGHTER PENS,15001,1530.12,49,20.326558265582655,261,142.28590785907858,284.57181571815715,High,Low,Reorder
16043,POP ART PUSH DOWN RUBBER ,2142,179.04000000000002,12,2.902439024390244,284,20.317073170731707,40.63414634146341,Low,High,Markdown
16044,POP-ART FLUORESCENT PENS,6192,388.8,2,8.390243902439025,72,58.73170731707317,117.46341463414635,High,Low,Reorder
16045,POPART WOODEN PENCILS ASST,9300,428.0,72,12.601626016260163,111,88.21138211382114,176.4227642276423,High,Low,Reorder
16046,TEATIME PEN CASE & PENS,9949,1043.53,45,13.481029810298104,283,94.36720867208672,188.73441734417344,Low,Low,Healthy
16047,POP ART PEN CASE & PENS,10587,1015.59,23,14.345528455284553,54,100.41869918699187,200.83739837398375,High,Low,Reorder
16048,TEATIME ROUND PENCIL SHARPENER ,3413,498.66,69,4.624661246612466,225,32.37262872628726,64.74525745257452,Low,Low,Healthy
16049,TEATIME GEL PENS ASST,3144,542.88,25,4.260162601626016,100,29.821138211382113,59.642276422764226,Low,Low,Healthy
16050,TEATIME PENCIL WITH RUBBER,122,30.5,4,0.16531165311653118,69,1.1571815718157183,2.3143631436314367,Low,High,Markdown
16051,TEATIME PENCIL W STAMP ASST,938,82.2,3,1.2710027100271002,21,8.897018970189702,17.794037940379404,Low,Low,Healthy
16052,TEATIME PUSH DOWN RUBBER,810,249.35,21,1.0975609756097562,73,7.682926829268293,15.365853658536587,Low,High,Markdown
16053,POPART COL BALLPOINT PEN ASST,4298,182.58,8,5.823848238482385,125,40.766937669376695,81.53387533875339,Low,Low,Healthy
16054,POPART RECT PENCIL SHARPENER ASST,1205,156.9,37,1.632791327913279,279,11.429539295392953,22.859078590785906,Low,High,Markdown
16119,FUNKY GIRL ADDRESS BOOK,271,128.21,7,0.36720867208672087,210,2.5704607046070462,5.1409214092140925,Low,High,Markdown
16151A,FLOWER DES BLUE HANDBAG/ORANG HANDL,52,72.5,5,0.07046070460704607,237,0.49322493224932246,0.9864498644986449,Low,High,Markdown
16156L,"WRAP, CAROUSEL",950,399.0,36,1.2872628726287263,63,9.010840108401084,18.021680216802167,Low,Low,Healthy
16156N,"WRAP, FRIENDSHIP ON GREEN",1450,609.0,55,1.9647696476964769,181,13.753387533875339,27.506775067750677,Low,High,Markdown
16156S,WRAP PINK FAIRY CAKES ,16586,6527.12,417,22.474254742547426,221,157.31978319783198,314.63956639566396,High,Low,Reorder
16161C,WRAP SPEED DEMONS ,450,45.0,2,0.6097560975609756,289,4.2682926829268295,8.536585365853659,Low,High,Markdown
16161E,WRAP BOUDOIR ,750,75.0,9,1.016260162601626,290,7.1138211382113825,14.227642276422765,Low,High,Markdown
16161G,WRAP BAD HAIR DAY,975,97.5,33,1.3211382113821137,234,9.247967479674797,18.495934959349594,Low,High,Markdown
16161M,WRAP  PINK FLOCK,1050,439.0,39,1.4227642276422765,271,9.959349593495936,19.918699186991873,Low,High,Markdown
16161P,WRAP ENGLISH ROSE ,13198,5435.4,440,17.883468834688347,209,125.18428184281844,250.36856368563687,High,Low,Reorder
16161U,"WRAP,SUKI AND FRIENDS",10001,4074.42,317,13.551490514905149,232,94.86043360433604,189.72086720867208,Low,Low,Healthy
16162L,THE KING GIFT BAG,8083,553.79,17,10.952574525745257,227,76.6680216802168,153.3360433604336,Low,Low,Healthy
16162M,THE KING GIFT BAG 25x24x12cm,86,36.12,12,0.11653116531165311,256,0.8157181571815718,1.6314363143631436,Low,High,Markdown
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1578,425.16,53,2.138211382113821,72,14.967479674796747,29.934959349593495,Low,Low,Healthy
16168S,FUNKY MONKEY GIFT BAG SMALL,1274,121.86,7,1.7262872628726287,299,12.084010840108402,24.168021680216803,Low,High,Markdown
16169A,WRAP CHRISTMAS DECOUPAGE,25,10.5,1,0.03387533875338753,236,0.23712737127371272,0.47425474254742545,Low,High,Markdown
16169C,WRAP BLUE REINDEER,1350,567.0,43,1.829268292682927,271,12.804878048780488,25.609756097560975,Low,High,Markdown
16169D,WRAP WINTER FOREST,250,105.0,9,0.33875338753387535,207,2.3712737127371275,4.742547425474255,Low,High,Markdown
16169E,WRAP 50'S  CHRISTMAS,4563,1892.46,149,6.182926829268292,60,43.28048780487805,86.5609756097561,High,Low,Reorder
16169F,WRAP BLIZZARD,975,409.5,34,1.3211382113821137,176,9.247967479674797,18.495934959349594,Low,High,Markdown
16169G,WRAP ROMANTIC DECOUPAGE,25,10.5,1,0.03387533875338753,34,0.23712737127371272,0.47425474254742545,Low,High,Markdown
16169K,WRAP FOLK ART,2050,648.25,59,2.7777777777777777,84,19.444444444444443,38.888888888888886,Low,Low,Healthy
16169M,WRAP DAISY CARPET ,2060,640.95,59,2.7913279132791327,28,19.539295392953928,39.078590785907856,High,Low,Reorder
16169N,WRAP BLUE RUSSIAN FOLKART,2025,626.25,56,2.7439024390243905,148,19.207317073170735,38.41463414634147,Low,Low,Healthy
16169P,WRAP GREEN RUSSIAN FOLKART ,1750,533.75,48,2.3712737127371275,155,16.59891598915989,33.19783197831978,Low,High,Markdown
16201A,PASTEL PINK PHOTO ALBUM,100,199.8,8,0.13550135501355012,82,0.9485094850948509,1.8970189701897018,Low,High,Markdown
16201B,PASTEL BLUE PHOTO ALBUM,24,46.8,2,0.032520325203252036,158,0.22764227642276424,0.4552845528455285,Low,High,Markdown
16202A,PASTEL PINK PHOTO ALBUM ,660,266.45,19,0.8943089430894309,100,6.260162601626016,12.520325203252032,Low,High,Markdown
16202B,PASTEL BLUE PHOTO ALBUM ,1034,469.21,18,1.4010840108401084,182,9.807588075880759,19.615176151761517,Low,High,Markdown
16202C,BEIGE PHOTO ALBUM,94,201.29999999999998,10,0.12737127371273713,280,0.8915989159891599,1.7831978319783197,Low,High,Markdown
16202E,BLACK PHOTO ALBUM ,81,150.6,13,0.10975609756097561,250,0.7682926829268293,1.5365853658536586,Low,High,Markdown
16206B,RED PURSE WITH PINK HEART,96,116.4,16,0.13008130081300814,60,0.910569105691057,1.821138211382114,Low,High,Markdown
16207A,PINK STRAWBERRY HANDBAG ,55,162.25000000000003,19,0.07452574525745258,47,0.521680216802168,1.043360433604336,Low,High,Markdown
16207B,PINK HEART RED HANDBAG,211,315.96000000000004,13,0.2859078590785908,154,2.0013550135501355,4.002710027100271,Low,High,Markdown
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,357,232.04999999999998,30,0.483739837398374,220,3.386178861788618,6.772357723577236,Low,High,Markdown
16215,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2,3,0.01084010840108401,287,0.07588075880758807,0.15176151761517614,Low,High,Markdown
16216,LETTER SHAPE PENCIL SHARPENER,4135,358.18,78,5.602981029810298,52,39.22086720867209,78.44173441734418,High,Low,Reorder
16218,CARTOON  PENCIL SHARPENERS,4525,375.6,70,6.131436314363143,67,42.920054200542005,85.84010840108401,High,Low,Reorder
16219,HOUSE SHAPE PENCIL SHARPENER,3206,371.01,66,4.3441734417344176,81,30.40921409214092,60.81842818428184,Low,Low,Healthy
16225,RATTLE SNAKE EGGS,1420,1078.64,112,1.924119241192412,235,13.468834688346885,26.93766937669377,Low,High,Markdown
16235,RECYCLED PENCIL WITH RABBIT ERASER,5088,1031.58,160,6.894308943089431,118,48.26016260162602,96.52032520325204,Low,Low,Healthy
16236,KITTY PENCIL ERASERS,2425,503.65,143,3.285907859078591,191,23.001355013550135,46.00271002710027,Low,Low,Healthy
16237,SLEEPING CAT ERASERS,9730,1959.3,340,13.184281842818429,233,92.28997289972901,184.57994579945802,Low,Low,Healthy
16238,PARTY TIME PENCIL ERASERS,2232,469.42,135,3.024390243902439,54,21.170731707317074,42.34146341463415,Low,Low,Healthy
16239,BALLERINA HEART DECORATION.,338,468.4,13,0.45799457994579945,246,3.205962059620596,6.411924119241192,Low,High,Markdown
16243B,BROWN COZY SQUARE PHOTO ALBUM,205,399.75,1,0.2777777777777778,120,1.9444444444444446,3.8888888888888893,Low,High,Markdown
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,142,293.0,6,0.19241192411924118,150,1.3468834688346882,2.6937669376693765,Low,High,Markdown
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,309,612.85,8,0.4186991869918699,276,2.930894308943089,5.861788617886178,Low,High,Markdown
16245A,PINK MINI STATIONERY SET W CASE,11,13.75,7,0.014905149051490514,24,0.1043360433604336,0.2086720867208672,Low,High,Markdown
16248B,BLUE HOLE PUNCH,81,101.25,12,0.10975609756097561,237,0.7682926829268293,1.5365853658536586,Low,High,Markdown
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,912,258.36,19,1.2357723577235773,274,8.65040650406504,17.30081300813008,Low,High,Markdown
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,207.06,20,0.6680216802168022,226,4.676151761517615,9.35230352303523,Low,High,Markdown
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98,10,0.22899728997289973,34,1.602981029810298,3.205962059620596,Low,High,Markdown
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1026,347.19,74,1.3902439024390243,61,9.73170731707317,19.46341463414634,Low,Low,Healthy
16258B,DAISY ERASERS IN BAG,1014,219.34,13,1.3739837398373984,198,9.617886178861788,19.235772357723576,Low,High,Markdown
16259,PIECE OF CAMO STATIONERY SET,5473,766.09,55,7.415989159891599,82,51.91192411924119,103.82384823848238,High,Low,Reorder
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1211,299.34999999999997,23,1.6409214092140922,250,11.486449864498645,22.97289972899729,Low,High,Markdown
17003,BROCADE RING PURSE ,70082,14640.96,387,94.96205962059621,260,664.7344173441735,1329.468834688347,High,Low,Reorder
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,34,71.4,6,0.04607046070460705,71,0.3224932249322493,0.6449864498644986,Low,High,Markdown
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,254,150.0,6,0.34417344173441733,115,2.409214092140921,4.818428184281842,Low,High,Markdown
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,19,11.100000000000001,2,0.025745257452574527,241,0.1802168021680217,0.3604336043360434,Low,High,Markdown
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,334,217.1,1,0.45257452574525747,250,3.1680216802168024,6.336043360433605,Low,High,Markdown
17011D,ORIGAMI ROSE INCENSE+FLOWER,207,129.3,2,0.2804878048780488,256,1.9634146341463417,3.9268292682926833,Low,High,Markdown
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,124,80.60000000000001,1,0.16802168021680217,162,1.1761517615176151,2.3523035230352303,Low,High,Markdown
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,380,315.15,15,0.5149051490514905,190,3.604336043360434,7.208672086720868,Low,High,Markdown
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,644,586.6,34,0.8726287262872628,48,6.10840108401084,12.21680216802168,Low,Low,Healthy
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,617,590.8499999999999,48,0.8360433604336044,55,5.85230352303523,11.70460704607046,Low,High,Markdown
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,777,747.25,56,1.0528455284552845,32,7.369918699186991,14.739837398373982,Low,Low,Healthy
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,426,426.7,51,0.5772357723577236,179,4.040650406504065,8.08130081300813,Low,High,Markdown
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,240,236.39999999999998,12,0.3252032520325203,206,2.2764227642276422,4.5528455284552845,Low,High,Markdown
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,493,451.45,47,0.6680216802168022,262,4.676151761517615,9.35230352303523,Low,High,Markdown
17013B,ORIGAMI JASMINE INCENSE IN TUBE,255,217.6,2,0.34552845528455284,105,2.4186991869918697,4.837398373983739,Low,High,Markdown
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,213,89.46000000000001,2,0.2886178861788618,85,2.0203252032520327,4.040650406504065,Low,High,Markdown
17013D,ORIGAMI ROSE INCENSE IN TUBE,1048,515.46,21,1.4200542005420054,189,9.940379403794038,19.880758807588077,Low,High,Markdown
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,61,25.05,4,0.08265582655826559,64,0.5785907859078592,1.1571815718157183,Low,High,Markdown
17014A,ORIGAMI VANILLA INCENSE CONES,247,111.81,9,0.3346883468834688,81,2.3428184281842817,4.685636856368563,Low,High,Markdown
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32,1,0.13008130081300814,153,0.910569105691057,1.821138211382114,Low,High,Markdown
17014D,ORIGAMI ROSE INCENSE CONES,476,194.28,5,0.6449864498644986,47,4.51490514905149,9.02981029810298,Low,High,Markdown
17014E,ORIGAMI OPIUM INCENSE CONES,93,33.3,4,0.12601626016260162,127,0.8821138211382114,1.7642276422764227,Low,High,Markdown
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,61,23.699999999999996,4,0.08265582655826559,63,0.5785907859078592,1.1571815718157183,Low,High,Markdown
17021,NAMASTE SWAGAT INCENSE,3714,982.44,75,5.032520325203252,147,35.22764227642276,70.45528455284553,Low,Low,Healthy
17027A,INCENSE BAZAAR CANNABIS,228,84.84,2,0.3089430894308943,250,2.16260162601626,4.32520325203252,Low,High,Markdown
17028J,INCENSE BAZAAR PEACH,6,2.52,1,0.008130081300813009,209,0.05691056910569106,0.11382113821138212,Low,High,Markdown
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3279,867.55,68,4.443089430894309,244,31.101626016260163,62.203252032520325,Low,Low,Healthy
17038,PORCELAIN BUDAH INCENSE HOLDER,2524,225.4,30,3.4200542005420056,140,23.94037940379404,47.88075880758808,Low,Low,Healthy
17039,INLAID WOOD INCENSE HOLDER,3641,813.0899999999999,30,4.93360433604336,135,34.53523035230352,69.07046070460704,Low,Low,Healthy
17061,ASSORTED SHAPED STENCIL FOR HENNA,52,2.08,1,0.07046070460704607,252,0.49322493224932246,0.9864498644986449,Low,High,Markdown
17084A,TRANQUILITY MASALA INCENSE,442,92.82,18,0.5989159891598916,278,4.1924119241192415,8.384823848238483,Low,High,Markdown
17084G,MOON INCENSE,50,10.5,2,0.06775067750677506,217,0.47425474254742545,0.9485094850948509,Low,High,Markdown
17084J,LOVE POTION MASALA INCENSE,454,95.34,19,0.6151761517615176,156,4.306233062330623,8.612466124661246,Low,High,Markdown
17084N,FAIRY DREAMS INCENSE ,2391,485.86,67,3.2398373983739837,184,22.678861788617887,45.357723577235774,Low,Low,Healthy
17084P,DRAGONS BLOOD INCENSE,874,173.54,26,1.184281842818428,244,8.289972899728996,16.57994579945799,Low,High,Markdown
17084R,ASSORTED INCENSE PACK,10625,1968.45,66,14.397018970189702,253,100.77913279132791,201.55826558265582,Low,Low,Healthy
17090A,LAVENDER INCENSE 40 CONES IN TIN,173,182.65,26,0.23441734417344173,191,1.640921409214092,3.281842818428184,Low,High,Markdown
17090D,VANILLA INCENSE 40 CONES IN TIN,88,105.2,28,0.11924119241192412,171,0.8346883468834688,1.6693766937669376,Low,High,Markdown
17091A,LAVENDER INCENSE IN TIN,2073,1255.65,110,2.8089430894308944,179,19.66260162601626,39.32520325203252,Low,High,Markdown
17091B,JASMINE TEA INCENSE IN TIN,264,286.8,43,0.35772357723577236,115,2.5040650406504064,5.008130081300813,Low,High,Markdown
17091F,SANDALWOOD INCENSE IN TIN,16,20.0,6,0.02168021680216802,252,0.15176151761517614,0.3035230352303523,Low,High,Markdown
17091J,VANILLA INCENSE IN TIN,3931,2122.19,161,5.326558265582656,199,37.28590785907859,74.57181571815718,Low,Low,Healthy
17096,ASSORTED LAQUERED INCENSE HOLDERS,6157,1081.65,35,8.342818428184282,132,58.39972899728998,116.79945799457995,Low,Low,Healthy
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",306,780.3,82,0.4146341463414634,71,2.902439024390244,5.804878048780488,Low,High,Markdown
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1,23,0.481029810298103,287,3.367208672086721,6.734417344173442,Low,High,Markdown
17109A,FLOWER FAIRY INCENSE LILY,709,333.61,13,0.9607046070460704,132,6.724932249322493,13.449864498644986,Low,High,Markdown
17109B,FLOWER FAIRY INCENSE LAVENDER,4541,892.91,16,6.1531165311653115,120,43.07181571815718,86.14363143631437,Low,Low,Healthy
17109C,FLOWER FAIRY INCENSE ROSE,3124,661.23,15,4.233062330623306,132,29.631436314363143,59.262872628726285,Low,Low,Healthy
17109D,FLOWER FAIRY INCENSE BOUQUET,1253,584.87,36,1.6978319783197833,100,11.884823848238483,23.769647696476966,Low,Low,Healthy
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,84,56.28,10,0.11382113821138211,206,0.7967479674796748,1.5934959349593496,Low,High,Markdown
17129D,CLEAR COLOUR GLASS GEMS IN BAG,518,344.53999999999996,19,0.7018970189701897,132,4.913279132791328,9.826558265582657,Low,High,Markdown
17129F,DEEP BLUE GLASS GEMS IN BAG,940,626.5,41,1.2737127371273713,21,8.915989159891598,17.831978319783197,Low,Low,Healthy
17136A,BLUE STONES ON WIRE FOR CANDLE,743,61.78,34,1.0067750677506775,149,7.047425474254743,14.094850948509485,Low,High,Markdown
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1584,633.24,80,2.1463414634146343,239,15.02439024390244,30.04878048780488,Low,High,Markdown
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1144,444.48,27,1.5501355013550135,73,10.850948509485095,21.70189701897019,Low,Low,Healthy
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,809,750.63,56,1.0962059620596205,243,7.673441734417343,15.346883468834687,Low,High,Markdown
17165D,ASS COL LARGE SAND FROG P'WEIGHT,716,682.32,89,0.9701897018970189,244,6.791327913279132,13.582655826558264,Low,High,Markdown
17174,ASSTD RASTA KEY-CHAINS,36,15.120000000000001,7,0.04878048780487805,145,0.34146341463414637,0.6829268292682927,Low,High,Markdown
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,24,0.1802168021680217,149,1.2615176151761518,2.5230352303523036,Low,High,Markdown
17181,CIRCLE OF FRIENDS CANDLE HOLDER,294,341.7,28,0.3983739837398374,72,2.7886178861788617,5.5772357723577235,Low,High,Markdown
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,33,123.75,12,0.044715447154471545,191,0.3130081300813008,0.6260162601626016,Low,High,Markdown
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,1017.18,51,15.359078590785908,237,107.51355013550135,215.0271002710027,Low,Low,Healthy
18010,ASSORTED FRAGRANCE BATH CONFETTI,56,23.52,6,0.07588075880758807,179,0.5311653116531165,1.062330623306233,Low,High,Markdown
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,332,376.6,43,0.44986449864498645,217,3.149051490514905,6.29810298102981,Low,High,Markdown
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,106,241.5,13,0.14363143631436315,266,1.005420054200542,2.010840108401084,Low,High,Markdown
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,17,43.349999999999994,12,0.023035230352303523,222,0.16124661246612465,0.3224932249322493,Low,High,Markdown
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.849999999999998,3,0.009485094850948509,203,0.06639566395663957,0.13279132791327913,Low,High,Markdown
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,3293.7,159,2.078590785907859,142,14.550135501355012,29.100271002710024,Low,High,Markdown
18098A,PINK PORCELAIN B'FLY OIL BURNER,2,5.9,2,0.0027100271002710027,274,0.018970189701897018,0.037940379403794036,Low,High,Markdown
18098B,BLUE PORCELAIN B'FLY OIL BURNER,3,8.850000000000001,3,0.0040650406504065045,299,0.02845528455284553,0.05691056910569106,Low,High,Markdown
18098C,PORCELAIN BUTTERFLY OIL BURNER,1123,2832.8500000000004,177,1.521680216802168,117,10.651761517615176,21.303523035230352,Low,High,Markdown
20615,BLUE SPOTTY PASSPORT COVER,458,585.04,78,0.6205962059620597,217,4.3441734417344176,8.688346883468835,Low,High,Markdown
20616,CHERRY BLOSSOM PASSPORT COVER,188,236.18,44,0.25474254742547425,259,1.7831978319783197,3.5663956639566394,Low,High,Markdown
20617,FIRST CLASS PASSPORT COVER ,452,863.88,74,0.6124661246612466,163,4.287262872628727,8.574525745257453,Low,High,Markdown
20618,QUEEN OF THE SKIES PASSPORT COVER ,193,400.38,74,0.26151761517615174,116,1.8306233062330621,3.6612466124661243,Low,High,Markdown
20619,TROPICAL PASSPORT COVER ,373,566.33,68,0.505420054200542,220,3.5379403794037945,7.075880758807589,Low,High,Markdown
20620,RED SPOTTY PASSPORT COVER,1,2.1,1,0.0013550135501355014,143,0.009485094850948509,0.018970189701897018,Low,High,Markdown
20621,ECONOMY PASSPORT COVER ,199,417.90000000000003,29,0.2696476964769648,206,1.8875338753387536,3.775067750677507,Low,High,Markdown
20622,VIPPASSPORT COVER ,523,914.1800000000001,82,0.7086720867208672,278,4.960704607046071,9.921409214092142,Low,High,Markdown
20652,BLUE SPOTTY LUGGAGE TAG ,1215,692.01,89,1.646341463414634,167,11.524390243902438,23.048780487804876,Low,High,Markdown
20653,CHERRY BLOSSOM LUGGAGE TAG,1927,428.89,31,2.611111111111111,271,18.27777777777778,36.55555555555556,Low,High,Markdown
20654,FIRST CLASS LUGGAGE TAG ,339,414.63,84,0.45934959349593496,166,3.2154471544715446,6.430894308943089,Low,High,Markdown
20655,QUEEN OF SKIES LUGGAGE TAG,264,321.02,91,0.35772357723577236,167,2.5040650406504064,5.008130081300813,Low,High,Markdown
20657,TROPICAL LUGGAGE TAG,1692,534.14,71,2.292682926829268,218,16.048780487804876,32.09756097560975,Low,High,Markdown
20658,RED SPOTTY LUGGAGE TAG,1333,1661.69,223,1.8062330623306233,147,12.643631436314363,25.287262872628727,Low,High,Markdown
20659,ECONOMY LUGGAGE TAG,287,380.81,89,0.3888888888888889,58,2.7222222222222223,5.444444444444445,Low,High,Markdown
20660,VIP LUGGAGE TAG ,71,88.75,26,0.09620596205962059,148,0.6734417344173441,1.3468834688346882,Low,High,Markdown
